rank,token,count,relative_frequency
79,La,1305,0.001228994089527275
80,familia,1287,0.001212042446913106
81,?,1282,0.0012073336572980588
82,ella,1278,0.0012035666256060213
83,sin,1254,0.0011809644354537955
84,nos,1229,0.0011574204873785604
85,dos,1217,0.0011461193923024474
86,##ía,1217,0.0011461193923024474
87,##án,1207,0.0011367018130723533
88,##mos,1206,0.001135760055149344
89,nada,1194,0.001124458960073231
90,##la,1186,0.001116924896689156
91,##aba,1158,0.0010905556748448924
92,nadie,1156,0.0010886721589988737
93,##le,1140,0.0010736040322307232
94,Alejandro,1138,0.0010717205163847043
95,siempre,1129,0.0010632446950776197
96,W,1106,0.0010415842628484033
97,poco,1095,0.0010312249256952998
98,Leopol,1083,0.001019923830619187
99,volvió,1080,0.0010170985568501588
100,solo,1078,0.00101521504100414
101,antes,1077,0.0010142732830811306
102,mientras,1076,0.0010133315251581211
103,##es,1063,0.0010010886721589988
104,##ord,1057,0.0009954381246209424
105,cada,1041,0.000980369997852792
106,),1029,0.0009690689027766791
107,años,1010,0.0009511755022395004
108,Ber,1010,0.0009511755022395004
109,algo,1008,0.0009492919863934815
110,tan,1006,0.0009474084705474627
111,hermano,1002,0.0009436414388554251
112,##d,999,0.0009408161650863968
113,Después,994,0.0009361073754713498
114,qué,992,0.0009342238596253311
115,Emi,985,0.0009276315541642652
116,##lia,985,0.0009276315541642652
117,ver,978,0.0009210392487031993
118,donde,975,0.0009182139749341711
119,##te,970,0.0009135051853191241
120,¿,969,0.0009125634273961147
121,En,962,0.0009059711219350489
122,podía,958,0.0009022040902430112
123,hombre,947,0.0008918447530899077
124,Mat,939,0.0008843106897058325
125,##ías,939,0.0008843106897058325
126,##ef,938,0.000883368931782823
127,##iel,938,0.000883368931782823
128,cabeza,931,0.0008767766263217573
129,primera,930,0.0008758348683987478
130,eran,923,0.000869242562937682
131,hacer,910,0.0008569997099385598
132,gente,907,0.0008541744361695315
133,menos,906,0.0008532326782465221
134,!,902,0.0008494656465544844
135,él,895,0.0008428733410934187
136,ahora,895,0.0008428733410934187
137,esta,880,0.0008287469722482775
138,Adrian,880,0.0008287469722482775
139,mismo,879,0.0008278052143252681
140,estaban,872,0.0008212129088642023
141,Mad,872,0.0008212129088642023
142,##ell,872,0.0008212129088642023
143,empezó,870,0.0008193293930181835
144,bien,865,0.0008146206034031364
145,##ar,858,0.0008080282979420706
146,ojos,852,0.0008023777504040142
147,El,845,0.0007957854449429483
148,pasar,842,0.0007929601711739201
149,¡,842,0.0007929601711739201
150,habían,834,0.0007854261077898449
151,##ando,833,0.0007844843498668354
152,aunque,824,0.0007760085285597508
153,ya,820,0.0007722414968677131
154,veces,816,0.0007684744651756755
155,sentía,810,0.000762823917637619
156,mañana,809,0.0007618821597146097
157,vida,808,0.0007609404017916003
158,entre,806,0.0007590568859455815
159,entonces,797,0.0007505810646384968
160,haciendo,794,0.0007477557908694686
161,durante,793,0.0007468140329464592
162,puerta,792,0.0007458722750234497
163,nuestra,787,0.0007411634854084027
164,##ín,785,0.000739279969562384
165,##to,780,0.0007345711799473369
166,##era,765,0.0007204448111021958
167,cuerpo,749,0.0007053766843340453
168,entender,739,0.0006959591051039513
169,Hal,736,0.0006931338313349231
170,##cro,736,0.0006931338313349231
171,ahí,722,0.0006799492204127913
172,##l,722,0.0006799492204127913
173,venía,722,0.0006799492204127913
174,Tomás,718,0.0006761821887207538
175,tenían,715,0.0006733569149517254
176,otro,710,0.0006686481253366784
177,alguien,708,0.0006667646094906597
178,todas,707,0.0006658228515676502
179,solamente,706,0.0006648810936446408
180,tarde,704,0.000662997577798622
181,mucho,703,0.0006620558198756126
182,les,702,0.0006611140619526032
183,Los,702,0.0006611140619526032
184,tra,702,0.0006611140619526032
185,tiempo,697,0.0006564052723375561
186,está,687,0.0006469876931074621
187,silencio,685,0.0006451041772614433
188,marido,681,0.0006413371455694057
189,##e,680,0.0006403953876463963
190,##lo,675,0.0006356865980313493
191,nosotros,673,0.0006338030821853304
192,pasaba,670,0.0006309778084163022
193,tener,669,0.0006300360504932928
194,momento,667,0.000628152534647274
195,contra,666,0.0006272107767242646
196,sirvi,666,0.0006272107767242646
197,muy,665,0.0006262690188012552
198,cosas,664,0.0006253272608782457
199,mirada,662,0.000623443745032227
200,mirando,661,0.0006225019871092175
201,llegó,660,0.0006215602291862082
202,esposa,659,0.0006206184712631987
203,padres,659,0.0006206184712631987
204,##z,657,0.00061873495541718
205,##nos,651,0.0006130844078791234
206,cama,650,0.0006121426499561141
207,personas,647,0.0006093173761870859
208,mirar,646,0.0006083756182640764
209,Hasta,646,0.0006083756182640764
210,##ada,642,0.0006046085865720388
211,estar,641,0.0006036668286490294
212,vieja,641,0.0006036668286490294
213,Sil,641,0.0006036668286490294
214,##via,641,0.0006036668286490294
215,otra,639,0.0006017833128030106
216,##ja,638,0.0006008415548800012
217,Benjam,638,0.0006008415548800012
218,quedó,635,0.000598016281110973
219,sub,634,0.0005970745231879636
220,(,633,0.0005961327652649541
221,##aban,628,0.0005914239756499071
222,Hum,628,0.0005914239756499071
223,##bert,628,0.0005914239756499071
224,##c,627,0.0005904822177268977
225,uno,621,0.0005848316701888413
226,son,621,0.0005848316701888413
227,sangre,618,0.000582006396419813
228,##ia,616,0.0005801228805737943
229,##ni,616,0.0005801228805737943
230,##das,613,0.0005772976068047661
231,nena,613,0.0005772976068047661
232,cos,612,0.0005763558488817566
233,ellos,612,0.0005763558488817566
234,##ca,608,0.0005725888171897191
235,parecía,601,0.0005659965117286532
236,patio,601,0.0005659965117286532
237,mujer,600,0.0005650547538056437
238,siguiente,599,0.0005641129958826344
239,mano,599,0.0005641129958826344
240,habitación,599,0.0005641129958826344
241,Ella,596,0.0005612877221136062
242,No,590,0.0005556371745755498
243,luz,587,0.0005528119008065214
244,enseguida,587,0.0005528119008065214
245,##ción,584,0.0005499866270374932
246,instante,580,0.0005462195953454557
247,mundo,578,0.0005443360794994368
248,fueron,577,0.0005433943215764274
249,pensar,575,0.0005415108057304086
250,quiso,573,0.0005396272898843898
251,realidad,571,0.000537743774038371
252,tanto,570,0.0005368020161153616
253,##ica,569,0.0005358602581923521
254,cuenta,564,0.0005311514685773051
255,tiene,564,0.0005311514685773051
256,preguntar,563,0.0005302097106542957
257,##enta,562,0.0005292679527312864
258,yo,559,0.0005264426789622581
259,algún,559,0.0005264426789622581
260,llevar,554,0.000521733889347211
261,##eta,554,0.000521733889347211
262,##ró,553,0.0005207921314242017
263,atraves,553,0.0005207921314242017
264,espejo,553,0.0005207921314242017
265,cuatro,551,0.0005189086155781828
266,mis,551,0.0005189086155781828
267,ser,550,0.0005179668576551735
268,termina,549,0.0005170250997321641
269,col,549,0.0005170250997321641
270,bosque,548,0.0005160833418091546
271,Alicia,547,0.0005151415838861453
272,;,546,0.0005141998259631358
273,tía,546,0.0005141998259631358
274,madre,545,0.0005132580680401264
275,Una,540,0.0005085492784250794
276,salía,532,0.0005010152150410042
277,padre,526,0.0004953646675029478
278,terminó,520,0.0004897141199648912
279,muerto,519,0.0004887723620418819
280,##ría,518,0.00048783060411887246
281,##ma,518,0.00048783060411887246
282,hubo,517,0.00048688884619586305
283,idiotas,512,0.000482180056580816
284,invierno,511,0.0004812382986578066
285,mujeres,509,0.0004793547828117878
286,tuvo,508,0.0004784130248887784
287,Ma,508,0.0004784130248887784
288,##zzi,508,0.0004784130248887784
289,perro,506,0.00047652950904275955
290,preguntó,504,0.00047464599319674077
291,perdido,504,0.00047464599319674077
292,##an,502,0.00047276247735072194
293,daba,500,0.00047087896150470315
294,pasó,500,0.00047087896150470315
295,lado,494,0.0004652284139666467
296,días,494,0.0004652284139666467
297,casi,494,0.0004652284139666467
298,sabía,494,0.0004652284139666467
299,##ial,494,0.0004652284139666467
300,##dió,493,0.0004642866560436373
301,siquiera,492,0.00046334489812062786
302,medio,488,0.00045957786642859025
303,seguía,487,0.0004586361085055809
304,forma,486,0.00045769435058257146
305,ropa,483,0.0004548690768135432
306,pudo,483,0.0004548690768135432
307,saber,482,0.00045392731889053384
308,Así,482,0.00045392731889053384
309,vio,480,0.000452043803044515
310,fotógrafo,478,0.0004501602871984962
311,así,476,0.0004482767713524774
312,cosa,475,0.00044733501342946797
313,Por,474,0.00044639325550645855
314,##eron,472,0.00044450973966043977
315,última,472,0.00044450973966043977
316,par,472,0.00044450973966043977
317,delicada,470,0.00044262622381442094
318,lentamente,470,0.00044262622381442094
319,##vía,469,0.0004416844658914115
320,hora,466,0.0004388591921223833
321,##í,466,0.0004388591921223833
322,##ito,465,0.0004379174341993739
323,ni,464,0.00043697567627636454
324,pronto,462,0.0004350921604303457
325,habitaciones,460,0.00043320864458432686
326,tap,460,0.00043320864458432686
327,todavía,459,0.0004322668866613175
328,Y,456,0.00042944161289228924
329,##tó,456,0.00042944161289228924
330,calle,453,0.00042661633912326104
331,segundo,453,0.00042661633912326104
332,hombres,452,0.0004256745812002516
333,atención,450,0.00042379106535423284
334,imbécil,448,0.000421907549508214
335,manos,445,0.0004190822757391858
336,finalmente,445,0.0004190822757391858
337,##va,443,0.00041719875989316697
338,parece,441,0.0004153152440471482
339,o,440,0.00041437348612413877
340,##ón,438,0.00041248997027811994
341,frente,438,0.00041248997027811994
342,##gó,437,0.0004115482123551105
343,re,437,0.0004115482123551105
344,Entonces,436,0.00041060645443210115
345,fuerte,435,0.00040966469650909173
346,unas,434,0.0004087229385860823
347,toda,433,0.0004077811806630729
348,pobre,433,0.0004077811806630729
349,car,433,0.0004077811806630729
350,decir,432,0.00040683942274006353
351,poder,432,0.00040683942274006353
352,embargo,430,0.0004049559068940447
353,volvieron,430,0.0004049559068940447
354,Pró,430,0.0004049559068940447
355,##pero,430,0.0004049559068940447
356,agua,429,0.0004040141489710353
357,Durante,427,0.0004021306331250165
358,cualquier,426,0.0004011888752020071
359,ab,425,0.00040024711727899766
360,capa,425,0.00040024711727899766
361,can,425,0.00040024711727899766
362,cómo,423,0.0003983636014329789
363,fla,422,0.00039742184350996946
364,##ra,422,0.00039742184350996946
365,ideas,420,0.0003955383276639506
366,árboles,419,0.0003945965697409412
367,hace,419,0.0003945965697409412
368,ciudad,419,0.0003945965697409412
369,piso,416,0.000391771295971913
370,manera,415,0.0003908295380489036
371,pensamiento,415,0.0003908295380489036
372,##los,415,0.0003908295380489036
373,##ro,413,0.0003889460222028848
374,mal,412,0.0003880042642798754
375,tapa,411,0.00038706250635686597
376,##tita,411,0.00038706250635686597
377,##co,409,0.0003851789905108472
378,podían,408,0.00038423723258783777
379,iba,407,0.00038329547466482835
380,idea,407,0.00038329547466482835
381,##dar,407,0.00038329547466482835
382,completamente,406,0.00038235371674181893
383,empezaron,403,0.00037952844297279073
384,llegaba,402,0.0003785866850497813
385,siete,402,0.0003785866850497813
386,podemos,401,0.0003776449271267719
387,tampoco,400,0.00037670316920376253
388,fuera,399,0.0003757614112807531
389,sino,399,0.0003757614112807531
390,aquella,399,0.0003757614112807531
391,tocar,397,0.0003738778954347343
392,##osa,397,0.0003738778954347343
393,linterna,397,0.0003738778954347343
394,nuestras,395,0.0003719943795887155
395,##les,392,0.00036916910581968724
396,levantó,392,0.00036916910581968724
397,algunos,391,0.0003682273478966779
398,Un,390,0.00036728558997366846
399,pasado,389,0.00036634383205065904
400,##as,389,0.00036634383205065904
401,adentro,387,0.0003644603162046402
402,##amos,386,0.00036351855828163084
403,alguna,386,0.00036351855828163084
404,hacía,386,0.00036351855828163084
405,an,384,0.000361635042435612
406,Todos,383,0.0003606932845126026
407,capitán,383,0.0003606932845126026
408,desan,382,0.0003597515265895932
409,empa,381,0.0003588097686665838
410,ante,381,0.0003588097686665838
411,pensando,380,0.0003578680107435744
412,lejos,380,0.0003578680107435744
413,sido,380,0.0003578680107435744
414,##ga,380,0.0003578680107435744
415,dormir,380,0.0003578680107435744
416,médico,379,0.00035692625282056497
417,puso,377,0.0003550427369745462
418,llegar,376,0.00035410097905153677
419,entró,376,0.00035410097905153677
420,X,375,0.00035315922112852735
421,cuarto,375,0.00035315922112852735
422,funcionario,375,0.00035315922112852735
423,##dido,374,0.00035221746320551793
424,cielo,373,0.0003512757052825085
425,##sa,372,0.00035033394735949915
426,llevaron,372,0.00035033394735949915
427,explicación,371,0.00034939218943648973
428,##cito,371,0.00034939218943648973
429,ningún,371,0.00034939218943648973
430,pis,371,0.00034939218943648973
431,música,370,0.0003484504315134803
432,tún,370,0.0003484504315134803
433,cambia,369,0.0003475086735904709
434,mayor,369,0.0003475086735904709
435,hablaba,369,0.0003475086735904709
436,este,368,0.00034656691566746153
437,dio,368,0.00034656691566746153
438,Chur,367,0.0003456251577444521
439,##chill,367,0.0003456251577444521
440,naturaleza,366,0.0003446833998214427
441,##ados,365,0.0003437416418984333
442,hijo,364,0.00034279988397542386
443,encontrar,363,0.0003418581260524145
444,siguió,363,0.0003418581260524145
445,visitar,363,0.0003418581260524145
446,##ton,363,0.0003418581260524145
447,patin,363,0.0003418581260524145
448,cobre,363,0.0003418581260524145
449,aparece,362,0.0003409163681294051
450,buscar,362,0.0003409163681294051
451,bolsillo,361,0.00033997461020639566
452,asom,361,0.00033997461020639566
453,natural,360,0.00033903285228338624
454,pedir,360,0.00033903285228338624
455,tomar,360,0.00033903285228338624
456,viento,360,0.00033903285228338624
457,almoh,359,0.0003380910943603769
458,trans,359,0.0003380910943603769
459,##tible,358,0.00033714933643736746
460,pos,358,0.00033714933643736746
461,misma,357,0.00033620757851435804
462,quería,357,0.00033620757851435804
463,alegría,356,0.0003352658205913486
464,historia,356,0.0003352658205913486
465,Mientras,356,0.0003352658205913486
466,amor,355,0.0003343240626683392
467,pensaba,354,0.00033338230474532984
468,atrás,354,0.00033338230474532984
469,decidido,353,0.0003324405468223204
470,Cel,353,0.0003324405468223204
471,mejor,352,0.000331498788899311
472,##dura,352,0.000331498788899311
473,bajo,351,0.0003305570309763016
474,volver,349,0.0003286735151302828
475,##tas,349,0.0003286735151302828
476,##os,349,0.0003286735151302828
477,##de,348,0.0003277317572072734
478,sintió,348,0.0003277317572072734
479,enferma,346,0.00032584824136125455
480,raro,344,0.00032396472551523577
481,nombre,344,0.00032396472551523577
482,apenas,343,0.00032302296759222635
483,gesto,343,0.00032302296759222635
484,fin,342,0.00032208120966921693
485,hay,342,0.00032208120966921693
486,ruido,341,0.0003211394517462075
487,incluso,341,0.0003211394517462075
488,número,341,0.0003211394517462075
489,corriendo,340,0.00032019769382319815
490,junto,339,0.00031925593590018873
491,accidente,338,0.0003183141779771793
492,Aunque,337,0.0003173724200541699
493,##li,337,0.0003173724200541699
494,##tes,336,0.00031643066213116053
495,pie,336,0.00031643066213116053
496,sí,335,0.0003154889042081511
497,aparecen,335,0.0003154889042081511
498,miedo,335,0.0003154889042081511
499,##i,334,0.0003145471462851417
500,caminar,333,0.0003136053883621323
501,sol,333,0.0003136053883621323
502,caliente,332,0.00031266363043912286
503,cartera,332,0.00031266363043912286
504,cartas,332,0.00031266363043912286
505,enci,331,0.0003117218725161135
506,tratando,329,0.00030983835667009466
507,adolescente,328,0.00030889659874708524
508,amigo,328,0.00030889659874708524
509,sacu,327,0.0003079548408240759
510,punto,327,0.0003079548408240759
511,trabajo,326,0.00030701308290106646
512,hecho,326,0.00030701308290106646
513,además,326,0.00030701308290106646
514,animal,326,0.00030701308290106646
515,Eran,325,0.00030607132497805704
516,##ble,325,0.00030607132497805704
517,despertó,325,0.00030607132497805704
518,arrancar,325,0.00030607132497805704
519,##je,324,0.0003051295670550476
520,diferentes,324,0.0003051295670550476
521,##eda,324,0.0003051295670550476
522,final,323,0.0003041878091320382
523,cierto,322,0.00030324605120902884
524,##aron,322,0.00030324605120902884
525,primer,322,0.00030324605120902884
526,cara,321,0.0003023042932860194
527,lugar,317,0.0002985372615939818
528,Ne,317,0.0002985372615939818
529,##taba,317,0.0002985372615939818
530,llo,316,0.0002975955036709724
531,cigarrillo,316,0.0002975955036709724
532,estamos,315,0.00029665374574796297
533,circo,315,0.00029665374574796297
534,nieve,314,0.00029571198782495355
535,quizá,313,0.0002947702299019442
536,príncipe,313,0.0002947702299019442
537,haber,311,0.00029288671405592535
538,##á,311,0.00029288671405592535
539,Rub,311,0.00029288671405592535
540,despropor,310,0.00029194495613291593
541,directamente,310,0.00029194495613291593
542,horror,310,0.00029194495613291593
543,dice,310,0.00029194495613291593
544,podría,309,0.0002910031982099065
545,enm,309,0.0002910031982099065
546,Porque,309,0.0002910031982099065
547,Era,308,0.00029006144028689715
548,primeros,307,0.00028911968236388773
549,hablar,307,0.00028911968236388773
550,pianista,306,0.0002881779244408783
551,problemas,306,0.0002881779244408783
552,quién,304,0.00028629440859485953
553,pasaron,304,0.00028629440859485953
554,Sin,303,0.0002853526506718501
555,ciencia,303,0.0002853526506718501
556,agarrar,303,0.0002853526506718501
557,É,302,0.0002844108927488407
558,puede,302,0.0002844108927488407
559,carb,302,0.0002844108927488407
560,##oni,302,0.0002844108927488407
561,mamá,301,0.0002834691348258313
562,arco,301,0.0002834691348258313
563,##ír,301,0.0002834691348258313
564,##is,301,0.0002834691348258313
565,parte,300,0.00028252737690282186
566,pasando,300,0.00028252737690282186
567,justo,300,0.00028252737690282186
568,color,299,0.0002815856189798125
569,Ahí,299,0.0002815856189798125
570,##si,298,0.0002806438610568031
571,tres,297,0.00027970210313379366
572,esos,297,0.00027970210313379366
573,pudiera,297,0.00027970210313379366
574,minutos,297,0.00027970210313379366
575,boca,297,0.00027970210313379366
576,Siglo,297,0.00027970210313379366
577,apoyada,297,0.00027970210313379366
578,dentro,297,0.00027970210313379366
579,conocía,296,0.00027876034521078424
580,aman,296,0.00027876034521078424
581,nuestro,295,0.0002778185872877749
582,decirle,295,0.0002778185872877749
583,vieron,294,0.00027687682936476546
584,avanza,294,0.00027687682936476546
585,##pa,294,0.00027687682936476546
586,verdad,293,0.00027593507144175604
587,##na,293,0.00027593507144175604
588,Brasil,293,0.00027593507144175604
589,estuviera,293,0.00027593507144175604
590,corazón,293,0.00027593507144175604
591,va,293,0.00027593507144175604
592,brazo,292,0.0002749933135187466
593,Se,291,0.0002740515555957372
594,Al,291,0.0002740515555957372
595,pasillo,289,0.0002721680397497184
596,torta,289,0.0002721680397497184
597,ventana,289,0.0002721680397497184
598,at,289,0.0002721680397497184
599,Como,288,0.000271226281826709
600,extraña,288,0.000271226281826709
601,##ad,288,0.000271226281826709
602,colores,287,0.0002702845239036996
603,pelo,287,0.0002702845239036996
604,##tado,287,0.0002702845239036996
605,animales,287,0.0002702845239036996
606,ataúd,286,0.00026934276598069017
607,persona,286,0.00026934276598069017
608,cerca,286,0.00026934276598069017
609,relleno,285,0.0002684010080576808
610,##ista,285,0.0002684010080576808
611,habrá,284,0.0002674592501346714
612,cuestión,284,0.0002674592501346714
613,cuchillo,284,0.0002674592501346714
614,llena,284,0.0002674592501346714
615,pesar,284,0.0002674592501346714
616,morir,283,0.00026651749221166197
617,A,283,0.00026651749221166197
618,##ue,283,0.00026651749221166197
619,##é,283,0.00026651749221166197
620,##eri,283,0.00026651749221166197
621,##tados,282,0.00026557573428865255
622,##cido,282,0.00026557573428865255
623,espacio,282,0.00026557573428865255
624,##té,282,0.00026557573428865255
625,preparado,281,0.0002646339763656432
626,##zo,281,0.0002646339763656432
627,##estra,281,0.0002646339763656432
628,auto,280,0.00026369221844263377
629,arreglar,279,0.00026275046051962435
630,miró,278,0.00026180870259661493
631,otros,278,0.00026180870259661493
632,Con,278,0.00026180870259661493
633,##jo,277,0.0002608669446736055
634,educación,277,0.0002608669446736055
635,respondió,276,0.00025992518675059615
636,representan,276,0.00025992518675059615
637,descom,276,0.00025992518675059615
638,##cían,276,0.00025992518675059615
639,mor,275,0.00025898342882758673
640,unos,275,0.00025898342882758673
641,Luna,275,0.00025898342882758673
642,pareció,274,0.0002580416709045773
643,blanco,274,0.0002580416709045773
644,tarea,274,0.0002580416709045773
645,escuela,274,0.0002580416709045773
646,pren,274,0.0002580416709045773
647,caballo,274,0.0002580416709045773
648,primero,274,0.0002580416709045773
649,Lo,273,0.0002570999129815679
650,recordar,273,0.0002570999129815679
651,salir,272,0.00025615815505855853
652,##car,272,0.00025615815505855853
653,##amente,272,0.00025615815505855853
654,escucha,271,0.0002552163971355491
655,tuvieron,271,0.0002552163971355491
656,espectáculo,271,0.0002552163971355491
657,Muerte,271,0.0002552163971355491
658,sea,270,0.0002542746392125397
659,tomó,270,0.0002542746392125397
660,pueblo,270,0.0002542746392125397
661,##ante,270,0.0002542746392125397
662,músicos,269,0.0002533328812895303
663,bolso,269,0.0002533328812895303
664,hotel,269,0.0002533328812895303
665,iban,268,0.00025239112336652086
666,quedar,267,0.0002514493654435115
667,recuerdo,267,0.0002514493654435115
668,dormía,267,0.0002514493654435115
669,arena,267,0.0002514493654435115
670,tierra,266,0.0002505076075205021
671,larga,266,0.0002505076075205021
672,dejaron,265,0.00024956584959749266
673,##diendo,265,0.00024956584959749266
674,médicos,265,0.00024956584959749266
675,Había,265,0.00024956584959749266
676,papá,265,0.00024956584959749266
677,aban,265,0.00024956584959749266
678,Para,264,0.00024862409167448324
679,única,264,0.00024862409167448324
680,##y,263,0.0002476823337514739
681,vivir,263,0.0002476823337514739
682,##ara,263,0.0002476823337514739
683,hacia,263,0.0002476823337514739
684,aplauso,262,0.00024674057582846446
685,guardar,262,0.00024674057582846446
686,visto,262,0.00024674057582846446
687,seguro,262,0.00024674057582846446
688,##raba,262,0.00024674057582846446
689,##ho,262,0.00024674057582846446
690,paisaje,261,0.00024579881790545504
691,fueran,261,0.00024579881790545504
692,##log,261,0.00024579881790545504
693,gritó,260,0.0002448570599824456
694,punta,260,0.0002448570599824456
695,vista,260,0.0002448570599824456
696,decora,260,0.0002448570599824456
697,trabajos,260,0.0002448570599824456
698,##ida,259,0.00024391530205943623
699,imposible,259,0.00024391530205943623
700,escru,259,0.00024391530205943623
701,##tini,259,0.00024391530205943623
702,último,259,0.00024391530205943623
703,escapa,259,0.00024391530205943623
704,tranquilidad,259,0.00024391530205943623
705,señorita,259,0.00024391530205943623
706,##cer,258,0.00024297354413642681
707,entusias,258,0.00024297354413642681
708,##ambul,258,0.00024297354413642681
709,cuerpos,258,0.00024297354413642681
710,quizás,258,0.00024297354413642681
711,posibilidad,257,0.00024203178621341742
712,masa,257,0.00024203178621341742
713,peste,257,0.00024203178621341742
714,esperando,256,0.000241090028290408
715,fondo,256,0.000241090028290408
716,conocimiento,256,0.000241090028290408
717,muchas,256,0.000241090028290408
718,cuanto,256,0.000241090028290408
719,segunda,255,0.0002401482703673986
720,cualquiera,255,0.0002401482703673986
721,##vil,254,0.0002392065124443892
722,sonrisa,253,0.00023826475452137978
723,suerte,253,0.00023826475452137978
724,misterio,253,0.00023826475452137978
725,##zó,253,0.00023826475452137978
726,llegara,253,0.00023826475452137978
727,entero,252,0.00023732299659837039
728,darse,252,0.00023732299659837039
729,fácil,252,0.00023732299659837039
730,estado,252,0.00023732299659837039
731,ir,251,0.00023638123867536097
732,aire,251,0.00023638123867536097
733,Ferr,251,0.00023638123867536097
734,##acio,251,0.00023638123867536097
735,##rica,251,0.00023638123867536097
736,resto,250,0.00023543948075235158
737,##ación,249,0.00023449772282934216
738,corrió,249,0.00023449772282934216
739,querían,248,0.00023355596490633277
740,muchos,248,0.00023355596490633277
741,barrio,248,0.00023355596490633277
742,##endo,248,0.00023355596490633277
743,rostro,248,0.00023355596490633277
744,sal,247,0.00023261420698332335
745,anterior,247,0.00023261420698332335
746,Es,247,0.00023261420698332335
747,ca,247,0.00023261420698332335
748,pusieron,247,0.00023261420698332335
749,derrumb,247,0.00023261420698332335
750,desgracia,247,0.00023261420698332335
751,distintos,246,0.00023167244906031393
752,hun,246,0.00023167244906031393
753,inmenso,246,0.00023167244906031393
754,igual,245,0.00023073069113730454
755,muerte,245,0.00023073069113730454
756,equilibrio,245,0.00023073069113730454
757,dejado,244,0.00022978893321429512
758,extraño,244,0.00022978893321429512
759,##ude,244,0.00022978893321429512
760,##cho,244,0.00022978893321429512
761,béisbol,244,0.00022978893321429512
762,almorzar,244,0.00022978893321429512
763,probar,243,0.00022884717529128573
764,leer,243,0.00022884717529128573
765,##dó,243,0.00022884717529128573
766,##ño,242,0.0002279054173682763
767,luego,242,0.0002279054173682763
768,fuerza,242,0.0002279054173682763
769,tipo,241,0.00022696365944526692
770,camina,241,0.00022696365944526692
771,deli,241,0.00022696365944526692
772,bo,240,0.0002260219015222575
773,puedo,238,0.0002241383856762387
774,intimidad,238,0.0002241383856762387
775,reclam,238,0.0002241383856762387
776,recibir,238,0.0002241383856762387
777,cambio,237,0.00022319662775322928
778,notar,237,0.00022319662775322928
779,conv,237,0.00022319662775322928
780,##ulsiones,237,0.00022319662775322928
781,decidieron,236,0.00022225486983021989
782,##tía,236,0.00022225486983021989
783,supuesto,236,0.00022225486983021989
784,mar,236,0.00022225486983021989
785,sujeta,236,0.00022225486983021989
786,debajo,236,0.00022225486983021989
787,jardín,236,0.00022225486983021989
788,acostumbr,236,0.00022225486983021989
789,##iones,236,0.00022225486983021989
