source_file,subject_id,trial_id,segment_index,text_word_count,text_lm_token_count,text_lm_token_count_with_special_tokens,text_was_truncated,scanpath_token_count,scanpath_unique_token_count,scanpath_repetition_ratio,scanpath_lm_token_count,scanpath_lm_token_count_with_special_tokens,scanpath_was_truncated,scanpath_vs_text_word_ratio,scanpath_vs_text_lm_token_ratio
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0020",20,7,8,10,False,11,6,0.4545454545454546,12,14,False,1.5714285714285714,1.5
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0021",21,15,18,20,False,19,11,0.42105263157894735,23,25,False,1.2666666666666666,1.2777777777777777
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0022",22,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0023",23,1,3,5,False,1,1,0.0,3,5,False,1.0,1.0
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0024",24,12,15,17,False,8,5,0.375,9,11,False,0.6666666666666666,0.6
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0025",25,31,45,47,False,30,22,0.2666666666666667,47,49,False,0.967741935483871,1.0444444444444445
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0026",26,25,31,33,False,17,15,0.11764705882352944,23,25,False,0.68,0.7419354838709677
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0027",27,1,3,5,False,2,2,0.0,5,7,False,2.0,1.6666666666666667
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0028",28,29,34,36,False,46,21,0.5434782608695652,59,61,False,1.5862068965517242,1.7352941176470589
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0029",29,19,22,24,False,22,16,0.2727272727272727,27,29,False,1.1578947368421053,1.2272727272727273
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0030",30,37,43,45,False,46,28,0.3913043478260869,56,58,False,1.2432432432432432,1.302325581395349
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0031",31,24,33,35,False,26,17,0.34615384615384615,41,43,False,1.0833333333333333,1.2424242424242424
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0032",32,31,42,44,False,42,21,0.5,50,52,False,1.3548387096774193,1.1904761904761905
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0033",33,13,15,17,False,10,8,0.19999999999999996,13,15,False,0.7692307692307693,0.8666666666666667
sub-001.json,sub-001,"Ahora debería reírme, si no estuviera muerto::sub-001::seg_0034",34,13,15,17,False,10,7,0.30000000000000004,14,16,False,0.7692307692307693,0.9333333333333333
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0000",0,23,26,28,False,30,17,0.43333333333333335,33,35,False,1.3043478260869565,1.2692307692307692
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0001",1,23,25,27,False,15,14,0.06666666666666665,18,20,False,0.6521739130434783,0.72
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0002",2,9,11,13,False,6,6,0.0,8,10,False,0.6666666666666666,0.7272727272727273
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0003",3,27,33,35,False,17,15,0.11764705882352944,22,24,False,0.6296296296296297,0.6666666666666666
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0004",4,26,29,31,False,14,13,0.0714285714285714,16,18,False,0.5384615384615384,0.5517241379310345
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0005",5,31,35,37,False,19,18,0.052631578947368474,23,25,False,0.6129032258064516,0.6571428571428571
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0006",6,14,14,16,False,9,9,0.0,10,12,False,0.6428571428571429,0.7142857142857143
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0007",7,24,29,31,False,14,13,0.0714285714285714,20,22,False,0.5833333333333334,0.6896551724137931
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0008",8,21,24,26,False,15,13,0.1333333333333333,18,20,False,0.7142857142857143,0.75
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0009",9,14,19,21,False,10,9,0.09999999999999998,15,17,False,0.7142857142857143,0.7894736842105263
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0010",10,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0011",11,3,5,7,False,2,2,0.0,4,6,False,0.6666666666666666,0.8
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0012",12,17,22,24,False,17,10,0.4117647058823529,33,35,False,1.0,1.5
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0013",13,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0014",14,22,25,27,False,11,11,0.0,15,17,False,0.5,0.6
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0015",15,19,25,27,False,15,13,0.1333333333333333,22,24,False,0.7894736842105263,0.88
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0016",16,33,38,40,False,19,17,0.10526315789473684,22,24,False,0.5757575757575758,0.5789473684210527
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0017",17,21,26,28,False,18,15,0.16666666666666663,23,25,False,0.8571428571428571,0.8846153846153846
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0018",18,43,51,53,False,25,21,0.16000000000000003,33,35,False,0.5813953488372093,0.6470588235294118
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0019",19,5,6,8,False,6,3,0.5,9,11,False,1.2,1.5
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0020",20,24,28,30,False,30,19,0.3666666666666667,39,41,False,1.25,1.3928571428571428
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0021",21,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0022",22,1,2,4,False,1,1,0.0,3,5,False,1.0,1.5
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0023",23,6,11,13,False,5,4,0.19999999999999996,10,12,False,0.8333333333333334,0.9090909090909091
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0024",24,17,18,20,False,18,14,0.2222222222222222,19,21,False,1.0588235294117647,1.0555555555555556
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0025",25,6,7,9,False,4,4,0.0,6,8,False,0.6666666666666666,0.8571428571428571
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0026",26,16,19,21,False,13,10,0.23076923076923073,17,19,False,0.8125,0.8947368421052632
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0027",27,11,13,15,False,5,4,0.19999999999999996,6,8,False,0.45454545454545453,0.46153846153846156
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0028",28,31,45,47,False,23,16,0.30434782608695654,40,42,False,0.7419354838709677,0.8888888888888888
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0029",29,25,30,32,False,24,18,0.25,32,34,False,0.96,1.0666666666666667
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0030",30,1,3,5,False,1,1,0.0,3,5,False,1.0,1.0
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0031",31,28,32,34,False,16,15,0.0625,21,23,False,0.5714285714285714,0.65625
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0032",32,21,25,27,False,16,14,0.125,21,23,False,0.7619047619047619,0.84
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0033",33,36,41,43,False,32,23,0.28125,38,40,False,0.8888888888888888,0.926829268292683
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0034",34,26,35,37,False,19,18,0.052631578947368474,28,30,False,0.7307692307692307,0.8
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0035",35,31,42,44,False,26,18,0.3076923076923077,37,39,False,0.8387096774193549,0.8809523809523809
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0036",36,13,15,17,False,7,7,0.0,9,11,False,0.5384615384615384,0.6
sub-002.json,sub-002,"Ahora debería reírme, si no estuviera muerto::sub-002::seg_0037",37,13,16,18,False,10,9,0.09999999999999998,13,15,False,0.7692307692307693,0.8125
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0000",0,3,4,6,False,3,3,0.0,4,6,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0001",1,23,26,28,False,18,15,0.16666666666666663,22,24,False,0.782608695652174,0.8461538461538461
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0002",2,10,12,14,False,11,8,0.2727272727272727,14,16,False,1.1,1.1666666666666667
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0003",3,25,31,33,False,20,17,0.15000000000000002,25,27,False,0.8,0.8064516129032258
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0004",4,26,29,31,False,22,18,0.18181818181818177,25,27,False,0.8461538461538461,0.8620689655172413
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0005",5,30,34,36,False,23,19,0.17391304347826086,28,30,False,0.7666666666666667,0.8235294117647058
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0006",6,14,14,16,False,13,10,0.23076923076923073,14,16,False,0.9285714285714286,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0007",7,24,29,31,False,22,18,0.18181818181818177,31,33,False,0.9166666666666666,1.0689655172413792
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0008",8,20,22,24,False,16,11,0.3125,19,21,False,0.8,0.8636363636363636
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0009",9,16,22,24,False,17,11,0.3529411764705882,24,26,False,1.0625,1.0909090909090908
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0010",10,19,25,27,False,17,11,0.3529411764705882,28,30,False,0.8947368421052632,1.12
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0011",11,22,26,28,False,20,13,0.35,28,30,False,0.9090909090909091,1.0769230769230769
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0012",12,19,25,27,False,14,14,0.0,19,21,False,0.7368421052631579,0.76
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0013",13,14,16,18,False,12,8,0.33333333333333337,14,16,False,0.8571428571428571,0.875
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0014",14,21,26,28,False,5,5,0.0,7,9,False,0.23809523809523808,0.2692307692307692
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0015",15,42,50,52,False,33,24,0.2727272727272727,44,46,False,0.7857142857142857,0.88
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0016",16,6,8,10,False,4,4,0.0,6,8,False,0.6666666666666666,0.75
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0017",17,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0018",18,24,28,30,False,21,17,0.19047619047619047,28,30,False,0.875,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0019",19,8,14,16,False,6,6,0.0,15,17,False,0.75,1.0714285714285714
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0020",20,18,19,21,False,15,13,0.1333333333333333,16,18,False,0.8333333333333334,0.8421052631578947
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0021",21,7,8,10,False,5,5,0.0,6,8,False,0.7142857142857143,0.75
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0022",22,15,18,20,False,9,9,0.0,12,14,False,0.6,0.6666666666666666
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0023",23,13,16,18,False,10,8,0.19999999999999996,12,14,False,0.7692307692307693,0.75
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0024",24,31,45,47,False,24,20,0.16666666666666663,38,40,False,0.7741935483870968,0.8444444444444444
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0025",25,14,18,20,False,12,11,0.08333333333333337,15,17,False,0.8571428571428571,0.8333333333333334
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0026",26,3,3,5,False,2,2,0.0,3,5,False,0.6666666666666666,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0027",27,24,27,29,False,13,12,0.07692307692307687,15,17,False,0.5416666666666666,0.5555555555555556
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0028",28,1,3,5,False,1,1,0.0,3,5,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0029",29,2,3,5,False,2,2,0.0,3,5,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0030",30,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0031",31,7,9,11,False,2,2,0.0,4,6,False,0.2857142857142857,0.4444444444444444
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0032",32,12,13,15,False,3,3,0.0,5,7,False,0.25,0.38461538461538464
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0033",33,8,9,11,False,5,5,0.0,7,9,False,0.625,0.7777777777777778
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0034",34,7,10,12,False,8,7,0.125,11,13,False,1.1428571428571428,1.1
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0035",35,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0036",36,4,6,8,False,4,4,0.0,8,10,False,1.0,1.3333333333333333
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0037",37,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0038",38,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0039",39,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0040",40,21,25,27,False,4,3,0.25,5,7,False,0.19047619047619047,0.2
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0041",41,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0042",42,2,2,4,False,2,2,0.0,3,5,False,1.0,1.5
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0043",43,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0044",44,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0045",45,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0046",46,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0047",47,4,4,6,False,2,2,0.0,3,5,False,0.5,0.75
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0048",48,18,21,23,False,6,5,0.16666666666666663,7,9,False,0.3333333333333333,0.3333333333333333
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0049",49,15,18,20,False,10,9,0.09999999999999998,15,17,False,0.6666666666666666,0.8333333333333334
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0050",50,10,11,13,False,6,6,0.0,7,9,False,0.6,0.6363636363636364
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0051",51,22,26,28,False,15,15,0.0,20,22,False,0.6818181818181818,0.7692307692307693
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0052",52,3,3,5,False,2,2,0.0,3,5,False,0.6666666666666666,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0053",53,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0054",54,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0055",55,4,6,8,False,3,2,0.33333333333333337,6,8,False,0.75,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0056",56,7,7,9,False,6,5,0.16666666666666663,7,9,False,0.8571428571428571,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0057",57,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0058",58,11,12,14,False,8,7,0.125,10,12,False,0.7272727272727273,0.8333333333333334
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0059",59,7,8,10,False,5,5,0.0,6,8,False,0.7142857142857143,0.75
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0060",60,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0061",61,3,4,6,False,3,2,0.33333333333333337,4,6,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0062",62,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0063",63,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0064",64,1,1,3,False,1,1,0.0,2,4,False,1.0,2.0
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0065",65,25,34,36,False,23,17,0.26086956521739135,36,38,False,0.92,1.0588235294117647
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0066",66,31,42,44,False,30,22,0.2666666666666667,40,42,False,0.967741935483871,0.9523809523809523
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0067",67,13,15,17,False,10,7,0.30000000000000004,13,15,False,0.7692307692307693,0.8666666666666667
sub-003.json,sub-003,"Ahora debería reírme, si no estuviera muerto::sub-003::seg_0068",68,15,18,20,False,18,10,0.4444444444444444,27,29,False,1.2,1.5
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0000",0,23,26,28,False,17,16,0.05882352941176472,20,22,False,0.7391304347826086,0.7692307692307693
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0001",1,22,24,26,False,18,14,0.2222222222222222,20,22,False,0.8181818181818182,0.8333333333333334
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0002",2,10,12,14,False,8,7,0.125,10,12,False,0.8,0.8333333333333334
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0003",3,27,33,35,False,19,16,0.1578947368421053,23,25,False,0.7037037037037037,0.696969696969697
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0004",4,25,27,29,False,22,16,0.2727272727272727,24,26,False,0.88,0.8888888888888888
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0005",5,30,33,35,False,19,17,0.10526315789473684,23,25,False,0.6333333333333333,0.696969696969697
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0006",6,15,15,17,False,11,10,0.09090909090909094,12,14,False,0.7333333333333333,0.8
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0007",7,24,29,31,False,16,14,0.125,23,25,False,0.6666666666666666,0.7931034482758621
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0008",8,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0009",9,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0010",10,2,3,5,False,2,2,0.0,4,6,False,1.0,1.3333333333333333
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0011",11,1,2,4,False,1,1,0.0,2,4,False,1.0,1.0
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0012",12,20,22,24,False,12,11,0.08333333333333337,14,16,False,0.6,0.6363636363636364
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0013",13,18,24,26,False,16,13,0.1875,23,25,False,0.8888888888888888,0.9583333333333334
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0014",14,18,24,26,False,15,13,0.1333333333333333,22,24,False,0.8333333333333334,0.9166666666666666
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0015",15,22,26,28,False,19,13,0.3157894736842105,24,26,False,0.8636363636363636,0.9230769230769231
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0016",16,19,25,27,False,13,13,0.0,19,21,False,0.6842105263157895,0.76
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0017",17,32,37,39,False,23,19,0.17391304347826086,27,29,False,0.71875,0.7297297297297297
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0018",18,21,26,28,False,17,16,0.05882352941176472,23,25,False,0.8095238095238095,0.8846153846153846
sub-005.json,sub-005,"Ahora debería reírme, si no estuviera muerto::sub-005::seg_0019",19,40,47,49,False,30,23,0.23333333333333328,40,42,False,0.75,0.851063829787234
